,session_id,cell_id,n_cells,drn_accum,dsn_accum,is_drn,is_dsn
0,556353209,557374817,21,585,986,False,True
1,556353209,557374888,21,22,954,False,True
2,556353209,557374807,21,409,438,False,False
3,556353209,557374802,21,480,616,False,False
4,556353209,557374843,21,628,801,False,False
5,556353209,557374832,21,125,769,False,False
6,556353209,557374878,21,157,984,False,True
7,556353209,557374838,21,662,743,False,False
8,556353209,557374836,21,352,716,False,False
9,556353209,557374653,21,675,912,False,False
10,556353209,557374683,21,381,908,False,False
11,556353209,557374658,21,912,921,False,False
12,556353209,557374645,21,628,671,False,False
13,556353209,557374787,21,406,945,False,False
14,556353209,557374719,21,141,857,False,False
15,556353209,557374782,21,357,453,False,False
16,556353209,557374714,21,917,942,False,False
17,556353209,557374792,21,672,710,False,False
18,556353209,557374797,21,686,863,False,False
19,556353209,557374707,21,600,990,False,True
20,556353209,557374678,21,789,829,False,False
21,510390912,517401244,87,543,851,False,False
22,510390912,517401240,87,358,938,False,False
23,510390912,517401085,87,5,994,False,True
24,510390912,517400778,87,23,897,False,False
25,510390912,517400892,87,634,721,False,False
26,510390912,588874289,87,26,955,False,True
27,510390912,588874267,87,509,999,False,True
28,510390912,517400818,87,0,999,False,True
29,510390912,517400839,87,104,737,False,False
30,510390912,517400729,87,100,595,False,False
31,510390912,517401035,87,127,993,False,True
32,510390912,517400951,87,166,994,False,True
33,510390912,517401045,87,224,674,False,False
34,510390912,517401010,87,903,964,False,True
35,510390912,517400946,87,4,985,False,True
36,510390912,517401015,87,12,996,False,True
37,510390912,517401273,87,433,665,False,False
38,510390912,517400812,87,122,496,False,False
39,510390912,517401088,87,518,793,False,False
40,510390912,517401169,87,27,118,False,False
41,510390912,517401278,87,802,994,False,True
42,510390912,517401091,87,21,902,False,False
43,510390912,517401157,87,116,664,False,False
44,510390912,517401283,87,209,637,False,False
45,510390912,588875049,87,68,958,False,True
46,510390912,517400926,87,44,987,False,True
47,510390912,517400988,87,768,769,False,False
48,510390912,517400931,87,362,442,False,False
49,510390912,517401380,87,489,662,False,False
50,510390912,517401061,87,900,908,False,False
51,510390912,517401201,87,422,990,False,True
52,510390912,588877765,87,149,709,False,False
53,510390912,517401064,87,527,711,False,False
54,510390912,517400936,87,217,679,False,False
55,510390912,517401398,87,2,995,False,True
56,510390912,517401181,87,294,971,False,True
57,510390912,517401300,87,154,409,False,False
58,510390912,517401253,87,335,529,False,False
59,510390912,517401410,87,745,993,False,True
60,510390912,517400773,87,194,704,False,False
61,510390912,517400762,87,759,1000,False,True
62,510390912,517401362,87,317,690,False,False
63,510390912,517401366,87,378,786,False,False
64,510390912,517401228,87,512,918,False,False
65,510390912,588876846,87,910,916,False,False
66,510390912,517401372,87,114,993,False,True
67,510390912,517400799,87,861,885,False,False
68,510390912,517401215,87,569,838,False,False
69,510390912,588877680,87,183,557,False,False
70,510390912,517401212,87,382,984,False,True
71,510390912,517400844,87,129,385,False,False
72,510390912,517400835,87,62,850,False,False
73,510390912,517401348,87,376,999,False,True
74,510390912,517400717,87,595,994,False,True
75,510390912,517401343,87,85,702,False,False
76,510390912,517400793,87,805,991,False,True
77,510390912,517401353,87,1,1000,False,True
78,510390912,517400968,87,787,978,False,True
79,510390912,517400964,87,281,652,False,False
80,510390912,517401236,87,76,814,False,False
81,510390912,517401050,87,550,701,False,False
82,510390912,588877789,87,36,224,False,False
83,510390912,517401224,87,23,949,False,False
84,510390912,517401055,87,5,967,False,True
85,510390912,588877894,87,100,544,False,False
86,510390912,517400689,87,966,994,True,True
87,510390912,517400692,87,94,704,False,False
88,510390912,588877812,87,218,721,False,False
89,510390912,517400695,87,471,718,False,False
90,510390912,517400698,87,877,1000,False,True
91,510390912,517400701,87,131,647,False,False
92,510390912,588873873,87,524,751,False,False
93,510390912,517400686,87,404,995,False,True
94,510390912,517400941,87,177,963,False,True
95,510390912,517400757,87,893,999,False,True
96,510390912,517400972,87,288,925,False,False
97,510390912,517400707,87,7,986,False,True
98,510390912,517400704,87,109,365,False,False
99,510390912,588877914,87,805,934,False,False
100,510390912,517401020,87,146,809,False,False
101,510390912,517401025,87,76,189,False,False
102,510390912,517400747,87,529,717,False,False
103,510390912,517401076,87,879,996,False,True
104,510390912,517400916,87,306,738,False,False
105,510390912,517401079,87,530,668,False,False
106,510390912,517400722,87,570,997,False,True
107,510390912,517401096,87,100,1000,False,True
108,704298735,729434558,95,350,967,False,True
109,704298735,729434571,95,0,1000,False,True
110,704298735,729434545,95,0,983,False,True
111,704298735,729434504,95,779,992,False,True
112,704298735,729435081,95,610,985,False,True
113,704298735,729433527,95,359,999,False,True
114,704298735,729435117,95,912,950,False,False
115,704298735,729435135,95,131,447,False,False
116,704298735,729435154,95,473,743,False,False
117,704298735,729433515,95,396,1000,False,True
118,704298735,729434599,95,347,888,False,False
119,704298735,729434586,95,711,1000,False,True
120,704298735,729434783,95,46,687,False,False
121,704298735,729434464,95,417,930,False,False
122,704298735,729433680,95,263,648,False,False
123,704298735,729435044,95,546,672,False,False
124,704298735,729435065,95,554,713,False,False
125,704298735,729433539,95,22,921,False,False
126,704298735,729433030,95,466,655,False,False
127,704298735,729433548,95,377,651,False,False
128,704298735,729432957,95,850,968,False,True
129,704298735,729433050,95,366,773,False,False
130,704298735,729432866,95,545,1000,False,True
131,704298735,729435359,95,443,905,False,False
132,704298735,729435344,95,185,902,False,False
133,704298735,729435477,95,481,945,False,False
134,704298735,729435409,95,113,338,False,False
135,704298735,729435375,95,433,987,False,True
136,704298735,729435463,95,237,664,False,False
137,704298735,729434427,95,72,512,False,False
138,704298735,729433328,95,522,888,False,False
139,704298735,729433378,95,665,984,False,True
140,704298735,729435644,95,0,1000,False,True
141,704298735,729435283,95,207,740,False,False
142,704298735,729432704,95,664,950,False,False
143,704298735,729433502,95,621,648,False,False
144,704298735,729434018,95,0,1000,False,True
145,704298735,729434030,95,11,1000,False,True
146,704298735,729434348,95,719,994,False,True
147,704298735,729434383,95,112,306,False,False
148,704298735,729433666,95,723,812,False,False
149,704298735,729433739,95,351,547,False,False
150,704298735,729434622,95,891,900,False,False
151,704298735,729434370,95,616,887,False,False
152,704298735,729434363,95,812,995,False,True
153,704298735,729435683,95,434,595,False,False
154,704298735,729434113,95,917,987,False,True
155,704298735,729433482,95,317,656,False,False
156,704298735,729434087,95,159,617,False,False
157,704298735,729432992,95,164,896,False,False
158,704298735,729432978,95,779,820,False,False
159,704298735,729432908,95,97,553,False,False
160,704298735,729433975,95,821,985,False,True
161,704298735,729434637,95,0,1000,False,True
162,704298735,729434608,95,685,987,False,True
163,704298735,729434652,95,0,1000,False,True
164,704298735,729433987,95,30,982,False,True
165,704298735,729433999,95,0,1000,False,True
166,704298735,729435435,95,703,1000,False,True
167,704298735,729435448,95,9,1000,False,True
168,704298735,729434188,95,0,1000,False,True
169,704298735,729434160,95,125,549,False,False
170,704298735,729434149,95,67,997,False,True
171,704298735,729434139,95,3,887,False,False
172,704298735,729434126,95,734,838,False,False
173,704298735,729432503,95,557,867,False,False
174,704298735,729432622,95,74,981,False,True
175,704298735,729433963,95,916,961,False,True
176,704298735,729432570,95,464,606,False,False
177,704298735,729432603,95,115,349,False,False
178,704298735,729434726,95,59,676,False,False
179,704298735,729434741,95,308,658,False,False
180,704298735,729434756,95,176,575,False,False
181,704298735,729433364,95,100,568,False,False
182,704298735,729433951,95,180,222,False,False
183,704298735,729433858,95,846,980,False,True
184,704298735,729432524,95,0,1000,False,True
185,704298735,729432540,95,111,349,False,False
186,704298735,729432553,95,46,1000,False,True
187,704298735,729432637,95,507,825,False,False
188,704298735,729433884,95,1,861,False,False
189,704298735,729433870,95,290,624,False,False
190,704298735,729433782,95,600,1000,False,True
191,704298735,729433796,95,828,891,False,False
192,704298735,729433843,95,0,1000,False,True
193,704298735,729433575,95,0,1000,False,True
194,704298735,729433561,95,61,652,False,False
195,704298735,729433912,95,677,728,False,False
196,704298735,729433925,95,561,831,False,False
197,704298735,729435663,95,524,998,False,True
198,704298735,729434054,95,29,63,False,False
199,704298735,729434435,95,703,703,False,False
200,704298735,729433708,95,930,971,False,True
201,704298735,729433620,95,10,16,False,False
202,704298735,729433722,95,0,1000,False,True
203,605859367,662075329,41,45,845,False,False
204,605859367,662075663,41,812,896,False,False
205,605859367,662075593,41,669,765,False,False
206,605859367,662074866,41,288,489,False,False
207,605859367,662074842,41,0,0,False,False
208,605859367,662075609,41,381,997,False,True
209,605859367,662075639,41,5,960,False,True
210,605859367,662074250,41,754,768,False,False
211,605859367,662075765,41,154,913,False,False
212,605859367,662074324,41,821,993,False,True
213,605859367,662074335,41,66,704,False,False
214,605859367,662074370,41,462,462,False,False
215,605859367,662074347,41,1,942,False,False
216,605859367,662075539,41,439,861,False,False
217,605859367,662074297,41,0,1000,False,True
218,605859367,662074625,41,523,925,False,False
219,605859367,662074541,41,50,146,False,False
220,605859367,662075932,41,563,986,False,True
221,605859367,662075071,41,295,961,False,True
222,605859367,662075570,41,10,743,False,False
223,605859367,662074598,41,570,888,False,False
224,605859367,662074651,41,823,909,False,False
225,605859367,662075496,41,971,998,True,True
226,605859367,662076043,41,58,565,False,False
227,605859367,662075977,41,556,870,False,False
228,605859367,662075124,41,343,835,False,False
229,605859367,662075454,41,136,376,False,False
230,605859367,662075988,41,44,644,False,False
231,605859367,662074286,41,110,356,False,False
232,605859367,662074930,41,11,36,False,False
233,605859367,662075414,41,123,889,False,False
234,605859367,662076005,41,372,691,False,False
235,605859367,662075678,41,119,298,False,False
236,605859367,662075917,41,696,885,False,False
237,605859367,662075549,41,193,527,False,False
238,605859367,662074677,41,956,999,True,True
239,605859367,662075477,41,97,623,False,False
240,605859367,662075995,41,583,997,False,True
241,605859367,662075954,41,638,829,False,False
242,605859367,662075263,41,0,1000,False,True
243,605859367,662075624,41,297,608,False,False
244,653123929,662271808,287,1,951,False,True
245,653123929,662274945,287,744,935,False,False
246,653123929,662270417,287,0,1000,False,True
247,653123929,662274558,287,0,998,False,True
248,653123929,662271782,287,532,619,False,False
249,653123929,662274059,287,102,870,False,False
250,653123929,662272602,287,398,574,False,False
251,653123929,662272449,287,423,520,False,False
252,653123929,662272468,287,165,995,False,True
253,653123929,662271198,287,303,417,False,False
254,653123929,662270410,287,70,749,False,False
255,653123929,662273761,287,129,443,False,False
256,653123929,662270327,287,830,989,False,True
257,653123929,662273808,287,108,999,False,True
258,653123929,662273838,287,0,998,False,True
259,653123929,662271219,287,878,998,False,True
260,653123929,662274689,287,428,691,False,False
261,653123929,662270526,287,21,868,False,False
262,653123929,662277258,287,76,194,False,False
263,653123929,662273061,287,299,986,False,True
264,653123929,662277251,287,735,999,False,True
265,653123929,662270549,287,35,1000,False,True
266,653123929,662272712,287,338,973,False,True
267,653123929,662276045,287,520,658,False,False
268,653123929,662271662,287,221,986,False,True
269,653123929,662275528,287,188,762,False,False
270,653123929,662271835,287,0,1000,False,True
271,653123929,662275938,287,341,517,False,False
272,653123929,662274125,287,0,1000,False,True
273,653123929,662275830,287,79,730,False,False
274,653123929,662274428,287,10,994,False,True
275,653123929,662275890,287,198,639,False,False
276,653123929,662271725,287,0,1000,False,True
277,653123929,662275309,287,954,991,True,True
278,653123929,662271443,287,303,778,False,False
279,653123929,662271794,287,549,842,False,False
280,653123929,662277186,287,333,999,False,True
281,653123929,662277179,287,79,848,False,False
282,653123929,662272160,287,374,1000,False,True
283,653123929,662276781,287,26,879,False,False
284,653123929,662271184,287,238,304,False,False
285,653123929,662273793,287,6,971,False,True
286,653123929,662276797,287,0,1000,False,True
