,session_id,cell_id,n_cells,is_drn,is_dsn
70,682051855,697191045,102,False,True
71,682051855,697192736,102,False,False
72,682051855,697190380,102,False,False
73,682051855,697194945,102,False,False
74,682051855,697194746,102,False,False
75,682051855,697194721,102,False,False
76,682051855,697190387,102,False,True
77,682051855,697190372,102,False,False
78,682051855,697194874,102,False,False
79,682051855,697191073,102,False,False
80,682051855,697194911,102,False,False
81,682051855,697192022,102,False,False
82,682051855,697191003,102,False,False
83,682051855,697190910,102,False,False
84,682051855,697190663,102,False,True
85,682051855,697190970,102,False,False
86,682051855,697194988,102,False,False
87,682051855,697190321,102,False,False
88,682051855,697194030,102,False,False
89,682051855,697195084,102,False,False
90,682051855,697190723,102,False,False
91,682051855,697191777,102,False,False
92,682051855,697190643,102,False,False
93,682051855,697192425,102,False,False
94,682051855,697192211,102,False,True
95,682051855,697192593,102,False,False
96,682051855,697192488,102,False,False
97,682051855,697191954,102,False,False
98,682051855,697190443,102,False,True
99,682051855,697191916,102,False,False
100,682051855,697191941,102,False,False
101,682051855,697191977,102,False,False
102,682051855,697192150,102,False,False
103,682051855,697193668,102,False,True
104,682051855,697194256,102,False,True
105,682051855,697190695,102,False,False
106,682051855,697191255,102,False,False
107,682051855,697194227,102,False,False
108,682051855,697191855,102,False,True
109,682051855,697194340,102,False,True
110,682051855,697195054,102,False,True
111,682051855,697195036,102,False,False
112,682051855,697190837,102,False,False
113,682051855,697192004,102,False,False
114,682051855,697191875,102,False,False
115,682051855,697192239,102,False,False
116,682051855,697194522,102,False,False
117,682051855,697190495,102,False,False
118,682051855,697193233,102,False,False
119,682051855,697191339,102,False,False
120,682051855,697195012,102,False,True
121,682051855,697190883,102,False,False
122,682051855,697190953,102,False,False
123,682051855,697194115,102,True,True
124,682051855,697194297,102,True,True
125,682051855,697194191,102,False,True
126,682051855,697191120,102,False,False
127,682051855,697190856,102,False,False
128,682051855,697193269,102,False,True
129,682051855,697193867,102,False,True
130,682051855,697193306,102,False,False
131,682051855,697192109,102,False,False
132,682051855,697192577,102,False,False
133,682051855,697192162,102,False,False
134,682051855,697192920,102,False,True
135,682051855,697195158,102,False,True
136,682051855,697190707,102,False,False
137,682051855,697191173,102,False,False
138,682051855,697192193,102,False,False
139,682051855,697193065,102,False,False
140,682051855,697192182,102,False,False
141,682051855,697192519,102,False,False
142,682051855,697194546,102,False,True
143,682051855,697192995,102,False,False
144,682051855,697192055,102,False,False
145,682051855,697190405,102,False,False
146,682051855,697191798,102,False,False
147,682051855,697194967,102,False,False
148,682051855,697193343,102,False,False
149,682051855,697193414,102,False,False
150,682051855,697193406,102,False,False
151,682051855,697193435,102,False,False
152,682051855,697190624,102,False,False
153,682051855,697194629,102,False,False
154,682051855,697192292,102,False,False
155,682051855,697190417,102,False,True
156,682051855,697190361,102,False,True
157,682051855,697190349,102,False,False
158,682051855,697190424,102,False,True
159,682051855,697193095,102,False,False
160,682051855,697193811,102,False,False
161,682051855,697190592,102,False,False
162,682051855,697190629,102,True,True
163,682051855,697192170,102,False,False
164,682051855,697190254,102,False,True
165,682051855,697192256,102,False,False
166,682051855,697194779,102,False,True
167,682051855,697190297,102,False,False
168,682051855,697190795,102,False,False
169,682051855,697190308,102,False,False
170,651770186,662273819,214,False,False
171,651770186,662274085,214,False,False
172,651770186,662272183,214,False,True
173,651770186,662274325,214,False,False
174,651770186,662270577,214,False,False
175,651770186,662274347,214,False,False
176,651770186,662274365,214,False,True
177,651770186,662274381,214,False,False
178,651770186,662272169,214,False,False
179,651770186,662275469,214,False,False
180,651770186,662272155,214,False,False
181,651770186,662274036,214,False,False
182,651770186,662272249,214,False,True
183,651770186,662275489,214,False,False
184,651770186,662271023,214,False,False
185,651770186,662271363,214,False,False
186,651770186,662271332,214,False,False
187,651770186,662271348,214,False,False
188,651770186,662273551,214,False,False
189,651770186,662274996,214,False,False
190,651770186,662273557,214,False,False
191,651770186,662271215,214,False,True
192,651770186,662276566,214,False,False
193,651770186,662270751,214,False,True
194,651770186,662271734,214,False,False
195,651770186,662274466,214,False,False
196,651770186,662271686,214,False,True
197,651770186,662271713,214,False,True
198,651770186,662271560,214,False,False
199,651770186,662271671,214,False,False
200,651770186,662274585,214,False,True
201,651770186,662271542,214,False,True
202,651770186,662273626,214,False,False
203,651770186,662274979,214,False,False
204,651770186,662274969,214,False,False
205,651770186,662271244,214,False,False
206,651770186,662271238,214,False,False
207,651770186,662271261,214,False,True
208,651770186,662274947,214,False,False
209,651770186,662271200,214,False,False
210,651770186,662273475,214,False,False
211,651770186,662272939,214,False,False
212,651770186,662272948,214,False,False
213,651770186,662273419,214,False,False
214,651770186,662277010,214,False,True
215,651770186,662273387,214,False,False
216,651770186,662273435,214,False,True
217,651770186,662272966,214,False,False
218,651770186,662271973,214,False,True
219,651770186,662271952,214,False,False
220,651770186,662275414,214,False,True
221,651770186,662275115,214,False,False
222,651770186,662275125,214,False,False
223,651770186,662272425,214,False,False
224,651770186,662272543,214,False,False
225,651770186,662273452,214,False,False
226,651770186,662272927,214,False,True
227,651770186,662272378,214,False,True
228,651770186,662272394,214,False,False
229,651770186,662272407,214,False,False
230,651770186,662270635,214,False,False
231,651770186,662270599,214,False,False
232,651770186,662276027,214,False,False
233,651770186,662272110,214,False,False
234,651770186,662273732,214,False,False
235,651770186,662274551,214,False,True
236,651770186,662271612,214,False,True
237,651770186,662274567,214,False,False
238,651770186,662273881,214,False,False
239,651770186,662271641,214,False,False
240,651770186,662274574,214,False,False
241,651770186,662274621,214,False,False
242,651770186,662276471,214,False,True
243,651770186,662270667,214,False,False
244,651770186,662276087,214,False,False
245,651770186,662270647,214,False,False
246,651770186,662274058,214,False,False
247,651770186,662274282,214,False,False
248,651770186,662274265,214,False,False
249,651770186,662271981,214,False,False
250,651770186,662271994,214,True,True
251,651770186,662275162,214,False,False
252,651770186,662275168,214,False,True
253,651770186,662271919,214,False,False
254,651770186,662271834,214,False,True
255,651770186,662276041,214,False,True
256,651770186,662271815,214,False,False
257,651770186,662276138,214,False,False
258,651770186,662272081,214,False,True
259,651770186,662271033,214,False,False
260,651770186,662273654,214,False,False
261,651770186,662273639,214,False,True
262,651770186,662273713,214,False,False
263,651770186,662275272,214,False,True
264,651770186,662274912,214,False,False
265,651770186,662273674,214,False,False
266,651770186,662276482,214,False,False
267,651770186,662272550,214,False,False
268,651770186,662272564,214,False,True
269,651770186,662272345,214,False,False
270,651770186,662272326,214,False,True
271,651770186,662272309,214,False,False
272,651770186,662272436,214,False,True
273,651770186,662272358,214,False,False
274,651770186,662271961,214,False,True
275,651770186,662274052,214,False,False
276,651770186,662272266,214,False,False
277,651770186,662275837,214,False,False
278,651770186,662275242,214,False,True
279,651770186,662275236,214,False,True
280,651770186,662275824,214,False,True
281,651770186,662276463,214,False,False
282,651770186,662275803,214,False,False
283,651770186,662273574,214,False,False
284,651770186,662275252,214,False,True
285,651770186,662275226,214,False,False
286,651770186,662272679,214,False,False
287,651770186,662273799,214,False,False
288,651770186,662273081,214,False,False
289,651770186,662273787,214,False,False
290,651770186,662272664,214,False,False
291,651770186,662272650,214,False,True
292,651770186,662275789,214,False,True
293,651770186,662275746,214,False,True
294,651770186,662273335,214,False,True
295,651770186,662275258,214,False,True
296,651770186,662274141,214,False,False
297,651770186,662272774,214,False,False
298,651770186,662271511,214,False,False
299,651770186,662276858,214,False,False
300,651770186,662275505,214,False,False
301,651770186,662274595,214,False,True
302,651770186,662275707,214,False,False
303,651770186,662273010,214,False,False
304,651770186,662275775,214,False,False
305,651770186,662276748,214,False,True
306,651770186,662276699,214,False,False
307,651770186,662270968,214,False,True
308,651770186,662273513,214,False,False
309,651770186,662270913,214,False,False
310,651770186,662276783,214,False,False
311,651770186,662273506,214,False,False
312,651770186,662270781,214,True,True
313,651770186,662276538,214,False,False
314,651770186,662275369,214,False,True
315,651770186,662275357,214,False,True
316,651770186,662275154,214,False,False
317,651770186,662271141,214,False,False
318,651770186,662276226,214,False,False
319,651770186,662271795,214,False,False
320,651770186,662276233,214,False,False
321,651770186,662276243,214,False,False
322,651770186,662271185,214,False,False
323,651770186,662275280,214,False,False
324,651770186,662274925,214,False,True
325,651770186,662276520,214,False,False
326,651770186,662274763,214,False,False
327,651770186,662276511,214,False,False
328,651770186,662275194,214,False,False
329,651770186,662274748,214,False,False
330,651770186,662274731,214,False,False
331,651770186,662276985,214,False,False
332,651770186,662271267,214,False,True
333,651770186,662273535,214,False,True
334,651770186,662271296,214,False,False
335,651770186,662271281,214,False,False
336,651770186,662271007,214,False,False
337,651770186,662271312,214,False,False
338,651770186,662272509,214,False,False
339,651770186,662272499,214,False,False
340,651770186,662271095,214,False,False
341,651770186,662271764,214,False,True
342,651770186,662271079,214,False,True
343,651770186,662271118,214,False,False
344,651770186,662276204,214,False,False
345,651770186,662271170,214,False,False
346,651770186,662273774,214,False,False
347,651770186,662273115,214,False,True
348,651770186,662272732,214,False,False
349,651770186,662272747,214,False,True
350,651770186,662274872,214,False,True
351,651770186,662273596,214,False,False
352,651770186,662273611,214,False,False
353,651770186,662275177,214,False,True
354,651770186,662275184,214,False,False
355,651770186,662273746,214,False,False
356,651770186,662274885,214,False,False
357,651770186,662272978,214,False,False
358,651770186,662273401,214,False,False
359,651770186,662276993,214,False,False
360,651770186,662273318,214,False,False
361,651770186,662273373,214,False,True
362,651770186,662273353,214,False,True
363,651770186,662275815,214,False,False
364,651770186,662276657,214,False,False
365,651770186,662276671,214,False,False
366,651770186,662276713,214,False,True
367,651770186,662275957,214,False,True
368,651770186,662276013,214,False,True
369,651770186,662272097,214,False,False
370,651770186,662275975,214,False,True
371,651770186,662275994,214,False,False
372,651770186,662272102,214,False,True
373,651770186,662272030,214,False,True
374,651770186,662270655,214,False,False
375,651770186,662272706,214,False,False
376,651770186,662274695,214,False,False
377,651770186,662276426,214,False,False
378,651770186,662274675,214,False,True
379,651770186,662276406,214,False,False
380,651770186,662276439,214,False,False
381,651770186,662276417,214,False,False
382,651770186,662275214,214,False,False
383,651770186,662274638,214,False,False
384,569718097,583871364,32,False,False
385,569718097,583871371,32,False,True
386,569718097,583871452,32,False,False
387,569718097,583871437,32,False,False
388,569718097,583871255,32,False,False
389,569718097,583871088,32,False,False
390,569718097,583871237,32,False,False
391,569718097,583871043,32,False,True
392,569718097,583871051,32,False,False
393,569718097,583871058,32,False,False
394,569718097,583871341,32,False,False
395,569718097,583871081,32,False,False
396,569718097,583871067,32,False,False
397,569718097,583871322,32,False,False
398,569718097,583871074,32,False,False
399,569718097,583871500,32,False,False
400,569718097,583871467,32,False,False
401,569718097,583871571,32,False,False
402,569718097,583871493,32,False,False
403,569718097,583871179,32,False,True
404,569718097,583871600,32,False,False
405,569718097,583871608,32,False,True
406,569718097,583871191,32,False,False
407,569718097,583871507,32,False,False
408,569718097,583871619,32,False,False
409,569718097,583871161,32,False,False
410,569718097,583871170,32,False,False
411,569718097,583871378,32,False,False
412,569718097,583871592,32,False,False
413,569718097,583871112,32,False,True
414,569718097,583871122,32,False,False
415,569718097,583871517,32,False,False
416,554037270,566955229,46,False,True
417,554037270,566955371,46,False,False
418,554037270,566955428,46,False,False
419,554037270,566955456,46,False,False
420,554037270,566955384,46,False,False
421,554037270,566955234,46,False,False
422,554037270,566955446,46,False,True
423,554037270,566955321,46,False,False
424,554037270,566955316,46,False,False
425,554037270,566955143,46,False,False
426,554037270,566955148,46,False,True
427,554037270,566955175,46,False,False
428,554037270,566955301,46,False,True
429,554037270,566955296,46,False,False
430,554037270,566955291,46,False,False
431,554037270,566955286,46,False,True
432,554037270,566955215,46,False,False
433,554037270,566955219,46,False,False
434,554037270,566955576,46,False,True
435,554037270,566955155,46,False,False
436,554037270,566955565,46,False,False
437,554037270,566955277,46,False,False
438,554037270,566955138,46,False,True
439,554037270,566955681,46,False,True
440,554037270,566955165,46,False,False
441,554037270,566955160,46,False,True
442,554037270,566955487,46,False,False
443,554037270,566955467,46,False,True
444,554037270,566955422,46,False,False
445,554037270,566955653,46,False,False
446,554037270,566955603,46,False,False
447,554037270,566955255,46,False,False
448,554037270,566955408,46,False,False
449,554037270,566955281,46,False,False
450,554037270,566955306,46,False,True
451,554037270,566955479,46,False,False
452,554037270,566955567,46,False,False
453,554037270,566955250,46,False,False
454,554037270,566955405,46,False,False
455,554037270,566955397,46,False,False
456,554037270,566955183,46,False,True
457,554037270,566955659,46,False,False
458,554037270,566955393,46,False,False
459,554037270,566955562,46,False,False
460,554037270,566955572,46,False,False
461,554037270,566955205,46,False,True
462,603188560,606085008,10,False,False
463,603188560,606084989,10,False,False
464,603188560,606085095,10,False,False
465,603188560,606085089,10,False,False
466,603188560,606085001,10,False,False
467,603188560,606085015,10,False,False
468,603188560,606084996,10,False,False
469,603188560,606085069,10,False,False
470,603188560,606085029,10,False,False
471,603188560,606085080,10,False,False
472,659491419,671545171,35,False,False
473,659491419,671545505,35,False,False
474,659491419,671545782,35,False,False
475,659491419,671545326,35,False,False
476,659491419,671545494,35,False,True
477,659491419,671545066,35,False,True
478,659491419,671545747,35,False,False
479,659491419,671545191,35,False,False
480,659491419,671545626,35,False,False
481,659491419,671545568,35,False,False
482,659491419,671545420,35,False,False
483,659491419,671545486,35,False,False
484,659491419,671545101,35,False,True
485,659491419,671545589,35,False,False
486,659491419,671545408,35,False,False
487,659491419,671545396,35,False,False
488,659491419,671545533,35,True,True
489,659491419,671545550,35,False,True
490,659491419,671545758,35,False,True
491,659491419,671545384,35,False,False
492,659491419,671545427,35,False,True
493,659491419,671545309,35,False,False
494,659491419,671545790,35,False,False
495,659491419,671545280,35,False,False
496,659491419,671545480,35,False,True
497,659491419,671545114,35,False,True
498,659491419,671545341,35,False,False
499,659491419,671545354,35,False,True
500,659491419,671545254,35,False,False
501,659491419,671545267,35,False,True
502,659491419,671545713,35,False,False
503,659491419,671545809,35,False,False
504,659491419,671545295,35,True,True
505,659491419,671545210,35,False,True
506,659491419,671545519,35,False,True
507,657009581,665278658,8,False,False
508,657009581,665278665,8,False,False
509,657009581,665278686,8,False,False
510,657009581,665278693,8,False,False
511,657009581,665278672,8,False,False
512,657009581,665278679,8,False,False
513,657009581,665278707,8,False,False
514,657009581,665278700,8,False,False
515,560578599,562696434,63,False,False
516,560578599,562696438,63,False,False
517,560578599,562696689,63,False,True
518,560578599,562696686,63,False,False
519,560578599,562696383,63,False,False
520,560578599,562696425,63,False,False
521,560578599,562696727,63,False,True
522,560578599,562696743,63,False,False
523,560578599,562696629,63,False,False
524,560578599,562696738,63,False,False
525,560578599,562696745,63,False,False
526,560578599,562696748,63,False,False
527,560578599,562696410,63,False,False
528,560578599,562696754,63,False,False
529,560578599,562696420,63,False,False
530,560578599,562696418,63,False,False
531,560578599,562696717,63,False,True
532,560578599,562696733,63,False,False
533,560578599,562696448,63,False,False
534,560578599,562696443,63,False,False
535,560578599,562696399,63,False,False
536,560578599,562696458,63,False,False
537,560578599,562696396,63,False,False
538,560578599,562696468,63,False,False
539,560578599,562696611,63,False,False
540,560578599,562696597,63,False,True
541,560578599,562696772,63,False,True
542,560578599,562696782,63,False,True
543,560578599,562696391,63,False,False
544,560578599,562696587,63,False,True
545,560578599,562696649,63,True,True
546,560578599,562696644,63,False,True
547,560578599,562696639,63,False,False
548,560578599,562696634,63,False,False
549,560578599,562696654,63,False,False
550,560578599,562696667,63,False,False
551,560578599,562696659,63,False,False
552,560578599,562696340,63,False,False
553,560578599,562696335,63,False,True
554,560578599,562696360,63,False,False
555,560578599,562696355,63,False,False
556,560578599,562696330,63,False,False
557,560578599,562696365,63,False,False
558,560578599,562696670,63,False,False
559,560578599,562696672,63,False,False
560,560578599,562696350,63,False,False
561,560578599,562696540,63,False,False
562,560578599,562696535,63,False,True
563,560578599,562696582,63,False,False
564,560578599,562696345,63,False,False
565,560578599,562696375,63,False,False
566,560578599,589190709,63,False,False
567,560578599,589190724,63,False,False
568,560578599,562696548,63,False,False
569,560578599,562696544,63,False,False
570,560578599,562696751,63,False,False
571,560578599,562696505,63,False,False
572,560578599,562696556,63,False,True
573,560578599,562696560,63,False,False
574,560578599,562696402,63,False,False
575,560578599,562696510,63,False,False
576,560578599,562696795,63,False,False
577,560578599,562696463,63,False,False
578,589441079,599564600,22,False,False
579,589441079,599564642,22,False,False
580,589441079,599564546,22,False,False
581,589441079,599564614,22,False,False
582,589441079,599564624,22,False,False
583,589441079,599564570,22,False,False
584,589441079,599564606,22,False,True
585,589441079,599564634,22,False,False
586,589441079,599564655,22,False,False
587,589441079,599564702,22,False,False
588,589441079,599564532,22,False,False
589,589441079,599564539,22,False,False
590,589441079,599564518,22,False,False
591,589441079,599564770,22,False,False
592,589441079,599564525,22,False,False
593,589441079,599564553,22,False,False
594,589441079,599564814,22,False,False
595,589441079,599564497,22,False,True
596,589441079,599564824,22,False,False
597,589441079,599564504,22,False,False
598,589441079,599564511,22,False,False
599,589441079,599564802,22,False,True
600,698762886,711318265,167,False,False
601,698762886,711318239,167,False,False
602,698762886,711317368,167,False,True
603,698762886,711322169,167,False,False
604,698762886,711317820,167,False,False
605,698762886,711322103,167,False,False
606,698762886,711322127,167,False,False
607,698762886,711322698,167,False,True
608,698762886,711317958,167,False,False
609,698762886,711317525,167,False,False
610,698762886,711317984,167,False,False
611,698762886,711317383,167,False,True
612,698762886,711317377,167,False,False
613,698762886,711318117,167,False,False
614,698762886,711317627,167,False,False
615,698762886,711319370,167,False,False
616,698762886,711319636,167,False,True
617,698762886,711318147,167,False,False
618,698762886,711322370,167,False,False
619,698762886,711322051,167,False,True
620,698762886,711322394,167,False,False
621,698762886,711322349,167,False,False
622,698762886,711319761,167,True,True
623,698762886,711319771,167,False,False
624,698762886,711319781,167,False,True
625,698762886,711319883,167,False,False
626,698762886,711322185,167,False,False
627,698762886,711319753,167,False,False
628,698762886,711319791,167,False,False
629,698762886,711322462,167,False,False
630,698762886,711319623,167,False,True
631,698762886,711321242,167,False,True
632,698762886,711319417,167,False,False
633,698762886,711318791,167,False,False
634,698762886,711320539,167,False,False
635,698762886,711317579,167,False,False
636,698762886,711317707,167,False,False
637,698762886,711320678,167,False,False
638,698762886,711317679,167,False,False
639,698762886,711320627,167,False,False
640,698762886,711319643,167,False,False
641,698762886,711317586,167,False,False
642,698762886,711320581,167,False,False
643,698762886,711319231,167,False,False
644,698762886,711318344,167,False,False
645,698762886,711319241,167,False,False
646,698762886,711318179,167,False,False
647,698762886,711319811,167,False,False
648,698762886,711319944,167,False,False
649,698762886,711321028,167,False,False
650,698762886,711319020,167,False,False
651,698762886,711318591,167,False,False
652,698762886,711318578,167,False,False
653,698762886,711318897,167,False,False
654,698762886,711318070,167,False,False
655,698762886,711318925,167,False,False
656,698762886,711318934,167,False,False
657,698762886,711320951,167,False,False
658,698762886,711317593,167,False,True
659,698762886,711317653,167,False,True
660,698762886,711317345,167,False,False
661,698762886,711317601,167,False,False
662,698762886,711317736,167,False,False
663,698762886,711320863,167,False,False
664,698762886,711320777,167,False,False
665,698762886,711319917,167,False,False
666,698762886,711319821,167,False,False
667,698762886,711319590,167,False,False
668,698762886,711318292,167,False,False
669,698762886,711317497,167,False,False
670,698762886,711321648,167,False,False
671,698762886,711321623,167,False,False
672,698762886,711318308,167,False,True
673,698762886,711322251,167,False,False
674,698762886,711321591,167,False,False
675,698762886,711322278,167,False,False
676,698762886,711322308,167,False,True
677,698762886,711322027,167,False,True
678,698762886,711322226,167,False,False
679,698762886,711319166,167,False,False
680,698762886,711319119,167,False,True
681,698762886,711319140,167,False,False
682,698762886,711319173,167,False,False
683,698762886,711319150,167,False,False
684,698762886,711317555,167,False,False
685,698762886,711317431,167,False,True
686,698762886,711319566,167,False,False
687,698762886,711321880,167,False,False
688,698762886,711317437,167,False,False
689,698762886,711317455,167,False,False
690,698762886,711317449,167,False,False
691,698762886,711321118,167,False,False
692,698762886,711318854,167,False,False
693,698762886,711319432,167,False,False
694,698762886,711319268,167,False,False
695,698762886,711318887,167,False,False
696,698762886,711320314,167,False,False
697,698762886,711321512,167,False,False
698,698762886,711321377,167,False,False
699,698762886,711322757,167,False,False
700,698762886,711318654,167,False,False
701,698762886,711319203,167,False,False
702,698762886,711318677,167,False,False
703,698762886,711318664,167,False,False
704,698762886,711319183,167,False,False
705,698762886,711319193,167,False,False
706,698762886,711317561,167,False,False
707,698762886,711319865,167,False,False
708,698762886,711320498,167,False,False
709,698762886,711321675,167,False,False
710,698762886,711321698,167,False,False
711,698762886,711321811,167,False,False
712,698762886,711321768,167,False,False
713,698762886,711319454,167,False,True
714,698762886,711321213,167,False,True
715,698762886,711322066,167,False,False
716,698762886,711319320,167,False,False
717,698762886,711320374,167,False,False
718,698762886,711319847,167,False,False
719,698762886,711319424,167,False,False
720,698762886,711319310,167,False,False
721,698762886,711319406,167,False,False
722,698762886,711319255,167,True,True
723,698762886,711318810,167,False,False
724,698762886,711319798,167,False,False
725,698762886,711319469,167,False,True
726,698762886,711318864,167,False,False
727,698762886,711318538,167,False,False
728,698762886,711318527,167,False,False
729,698762886,711318563,167,False,False
730,698762886,711319995,167,False,False
731,698762886,711318553,167,False,True
732,698762886,711319448,167,False,False
733,698762886,711320996,167,False,False
734,698762886,711317871,167,False,False
735,698762886,711319602,167,False,False
736,698762886,711318605,167,False,False
737,698762886,711317573,167,False,False
738,698762886,711318703,167,False,True
739,698762886,711318713,167,False,False
740,698762886,711319615,167,False,False
741,698762886,711318841,167,False,False
742,698762886,711318749,167,False,False
743,698762886,711318831,167,False,False
744,698762886,711318728,167,False,False
745,698762886,711319903,167,False,False
746,698762886,711319831,167,False,False
747,698762886,711318801,167,False,False
748,698762886,711317413,167,False,False
749,698762886,711318003,167,False,False
750,698762886,711318030,167,False,False
751,698762886,711317425,167,False,False
752,698762886,711319577,167,False,False
753,698762886,711317923,167,False,False
754,698762886,711317882,167,False,False
755,698762886,711317899,167,False,False
756,698762886,711317549,167,False,True
757,698762886,711320898,167,False,False
758,698762886,711319350,167,False,False
759,698762886,711319340,167,False,True
760,698762886,711319895,167,False,False
761,698762886,711319360,167,False,False
762,698762886,711317785,167,False,False
763,698762886,711318516,167,False,False
764,698762886,711320086,167,False,False
765,698762886,711318502,167,False,False
766,698762886,711321268,167,False,False
767,649938038,662245348,172,False,True
768,649938038,662246113,172,False,False
769,649938038,662246103,172,False,False
770,649938038,662246087,172,False,True
771,649938038,662245527,172,False,False
772,649938038,662245534,172,False,True
773,649938038,662246141,172,False,True
774,649938038,662246126,172,False,True
775,649938038,662244358,172,False,True
776,649938038,662244822,172,False,True
777,649938038,662244719,172,False,False
778,649938038,662245323,172,False,False
779,649938038,662245295,172,False,True
780,649938038,662245302,172,False,False
781,649938038,662244445,172,False,False
782,649938038,662244430,172,True,True
783,649938038,662243729,172,False,False
784,649938038,662242376,172,False,False
785,649938038,662245548,172,False,False
786,649938038,662244326,172,False,True
787,649938038,662244289,172,False,False
788,649938038,662245520,172,False,False
789,649938038,662245541,172,False,False
790,649938038,662244542,172,False,False
791,649938038,662245158,172,False,False
792,649938038,662244110,172,True,True
793,649938038,662243942,172,False,False
794,649938038,662245762,172,False,True
795,649938038,662244636,172,False,False
796,649938038,662243985,172,False,True
797,649938038,662244007,172,False,False
798,649938038,662245056,172,False,False
799,649938038,662242453,172,False,False
800,649938038,662245492,172,False,False
801,649938038,662243575,172,True,True
802,649938038,662243507,172,False,False
803,649938038,662245805,172,False,True
804,649938038,662244044,172,False,False
805,649938038,662244950,172,False,False
806,649938038,662245186,172,False,False
807,649938038,662244515,172,False,True
808,649938038,662244305,172,False,False
809,649938038,662245172,172,False,False
810,649938038,662245791,172,False,False
811,649938038,662243441,172,False,False
812,649938038,662243475,172,False,False
813,649938038,662243457,172,False,True
814,649938038,662245457,172,False,True
815,649938038,662245450,172,False,False
816,649938038,662243427,172,False,True
817,649938038,662243388,172,False,True
818,649938038,662243055,172,False,True
819,649938038,662242985,172,False,False
820,649938038,662244664,172,False,True
821,649938038,662244681,172,False,False
822,649938038,662245419,172,False,True
823,649938038,662245062,172,False,True
824,649938038,662244384,172,False,False
825,649938038,662246177,172,False,False
826,649938038,662246159,172,False,True
827,649938038,662244700,172,False,False
828,649938038,662243041,172,False,True
829,649938038,662245562,172,False,True
830,649938038,662243013,172,False,False
831,649938038,662244908,172,False,True
832,649938038,662246003,172,False,True
833,649938038,662243655,172,False,True
834,649938038,662245214,172,False,False
835,649938038,662244529,172,False,False
836,649938038,662244557,172,False,False
837,649938038,662245165,172,False,True
838,649938038,662245193,172,False,False
839,649938038,662245179,172,False,False
840,649938038,662245200,172,False,False
841,649938038,662244794,172,False,False
842,649938038,662244787,172,False,False
843,649938038,662245714,172,False,False
844,649938038,662245362,172,False,False
845,649938038,662244756,172,False,False
846,649938038,662244739,172,False,False
847,649938038,662245330,172,False,True
848,649938038,662244780,172,False,False
849,649938038,662245478,172,False,True
850,649938038,662243283,172,False,False
851,649938038,662245108,172,False,False
852,649938038,662242335,172,False,False
853,649938038,662244873,172,False,False
854,649938038,662244887,172,False,False
855,649938038,662242388,172,False,False
856,649938038,662243119,172,False,False
857,649938038,662243641,172,False,True
858,649938038,662244901,172,False,True
859,649938038,662243225,172,False,False
860,649938038,662243216,172,False,True
861,649938038,662245115,172,False,True
862,649938038,662244985,172,False,False
863,649938038,662244978,172,False,False
864,649938038,662244571,172,False,False
865,649938038,662244344,172,False,True
866,649938038,662244943,172,False,True
867,649938038,662244964,172,False,False
868,649938038,662244971,172,False,False
869,649938038,662245820,172,False,False
870,649938038,662244416,172,False,False
